kabupaten,kab_id,provinsi,prov_id,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,total_ha,norm_2001,norm_2002,norm_2003,norm_2004,norm_2005,norm_2006,norm_2007,norm_2008,norm_2009,norm_2010,norm_2011,norm_2012,norm_2013,norm_2014,norm_2015,norm_2016,norm_2017,norm_2018,norm_2019,norm_2020,norm_2021,norm_2022,norm_2023,norm_2024,kab_id_clean
KUBU RAYA,ID-6112,KALIMANTAN BARAT,ID-61,0.0,2.5031005981445307,36.8312342468262,1145.5203664245678,1341.8365355834978,739.3953449707109,157.42422517089736,7733.330323541155,4395.61336956787,8087.228996148551,19048.5733164589,9619.607902957265,10190.60465710386,11031.604293993209,13557.62030059085,3710.3430883910783,4218.423073309327,793.3754135009824,916.664130975338,953.673335418713,413.7263736328149,246.5050402655144,237.7022628662095,151.61809300537132,98729.72477872166,0.0,0.0001314061980684784,0.0019335429291705646,0.060136806436563,0.07044288899180105,0.038816310948171485,0.008264357784468568,0.4059795027724821,0.2307581411238733,0.4245582523054779,1.0,0.5050041146464996,0.5349799424767775,0.579130211524102,0.711739408267201,0.19478325367208263,0.22145611659348804,0.04165012257455876,0.048122455983792514,0.05006534188020751,0.021719546485685363,0.012940866288002891,0.012478743626475329,0.007959551116322494,6112
KUDUS,ID-3319,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3319
KULON PROGO,ID-3401,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401
KUNINGAN,ID-3208,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208
KUPANG,ID-5301,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5301
KUTAI BARAT,ID-6407,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.0,0.0,0.0,83.6704240478514,1127.5845427612464,1729.0367211914206,2504.7541919494315,1700.6682129211383,7402.4302230959265,9991.566753076051,6985.047604681458,6384.444786925985,4293.529984460323,790.0275631286628,9282.70602774634,5186.6957336365895,2739.79465095219,922.8935011282632,794.7630105527089,1512.7426286986822,1745.0441965278926,65177.400757482166,0.0,0.0,0.0,0.0,0.0,0.0,0.008374104493881524,0.11285362652600033,0.1730496091275286,0.2506868295883932,0.17021036389488792,0.7408678144313032,1.0,0.6990943239738661,0.638983349128948,0.4297153880434714,0.0790694375219423,0.9290540970352346,0.5191073494094196,0.2742107137610529,0.0923672456918868,0.07954338195338878,0.15140194386760836,0.1746517077505042,6407
KUTAI KARTANEGARA,ID-6402,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.3575874755859375,0.0,105.4874425842287,306.9776631164564,569.7932632019018,102.896069824219,184.2475051574704,653.6600805603035,93.86406213378964,17.879402905273448,76.34487528686543,53.72765255126976,433.1287634582466,89.12885300292932,0.0,0.0,0.0,0.0,0.0,43.088483465576246,89.21485050048844,2819.796555224605,0.0,0.0,0.0,0.0005470541742114971,0.0,0.16137966157242936,0.4696288977190128,0.8716965899362971,0.15741525738579396,0.28187051747069725,1.0,0.14359766631814408,0.0273527532688666,0.11679598855329244,0.08219509520179902,0.6626207968627637,0.13635352020660335,0.0,0.0,0.0,0.0,0.0,0.06591879288183197,0.1364850832316628,6402
KUTAI TIMUR,ID-6408,KALIMANTAN TIMUR,ID-64,0.0,2.681335815429687,0.0,0.0,80.32442857371602,92.55780320089936,478.513825852386,184.72776520225403,452.8236777618524,222.53413023325012,1877.703565651253,3645.4520910688825,1717.342982915726,3307.74963044844,1205.4662758711293,1245.327168263035,1537.532850034413,1599.18011421683,1176.9804896423298,6.793143603515626,2.50247685546875,0.5363124877929688,1.4299610107421876,16.513785465016095,18854.673814174363,0.0,0.0007355290231350957,0.0,0.0,0.02203414736144951,0.025389938171910112,0.13126323262475822,0.050673485918200624,0.12421605508717029,0.06104431622581026,0.5150811253977259,1.0,0.47109190849691956,0.9073633524226552,0.33067675716393097,0.3416111739100905,0.42176739993408974,0.43867813216767154,0.32286269583019744,0.0018634571059535743,0.0006864654350004088,0.00014711823784679522,0.0003922588954729368,0.004529969137565621,6408
LABUHANBATU,ID-1210,SUMATERA UTARA,ID-12,25.36952342529297,8.396976684570314,21.595257834759824,967.1793806671078,1591.976403588732,2704.873206365909,3197.4434677573354,1418.7485927551234,2345.24653460692,219.08305867919887,208.1847463989263,148.45479444580076,13.665128869628928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12870.217072079304,0.00793431492413124,0.0026261532906662758,0.006753913885428782,0.3024852168365249,0.497890398889627,0.8459487192319582,1.0,0.4437134251353078,0.7334755276382914,0.0685181961427647,0.06510975049230366,0.04642921632322898,0.004273767154111267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210
LABUHANBATU SELATAN,ID-1222,SUMATERA UTARA,ID-12,50.3853138671875,1040.3257040283206,353.6143477682666,929.6211646459628,933.9631539123666,10.541405261230476,0.0,13.757440246582052,34.393658709716895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.6021884396337,0.04843224931585067,1.0,0.3399073447853983,0.8935866537242224,0.8977603363022755,0.010132793240051972,0.0,0.013224166425294375,0.03306047190465324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222
LABUHANBATU UTARA,ID-1223,SUMATERA UTARA,ID-12,0.0,0.0,0.0,10.271363452148444,467.1290325433892,38.5850350219727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.9854310175103,0.0,0.0,0.0,0.021988278904917755,1.0,0.08260037876876929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223
LAHAT,ID-1604,SUMATERA SELATAN,ID-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604
LAMANDAU,ID-6209,KALIMANTAN TENGAH,ID-62,1.518730499267578,0.0,0.0,300.0860409240747,806.6401856811431,2005.2999281094844,3784.6261119284686,3386.352806237119,6067.899099437165,4537.638492688007,2242.1498795038847,4072.314552405128,840.2054661804892,1235.2345545569992,1354.9585803803616,2326.1043701047565,3979.851866155701,2680.380435351525,1673.3410985107396,974.2441099975669,611.7627071044911,1049.2025169555614,627.4902439514174,628.200032464598,45185.50180912795,0.00025028934634203947,0.0,0.0,0.04945468538722233,0.13293566232107648,0.3304768084056454,0.6237127628373906,0.5580766507062096,1.0,0.7478104725091591,0.36951007964385196,0.6711243027727438,0.13846727712700815,0.20356873677605727,0.2232994580457085,0.3833459212135741,0.6558862962182177,0.44173121395511455,0.2757694337181632,0.16055707157159782,0.10081952535453925,0.17291034339263836,0.10341144993818716,0.1035284242816212,6209
LAMONGAN,ID-3524,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3524
LAMPUNG BARAT,ID-1804,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804
LAMPUNG SELATAN,ID-1801,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801
LAMPUNG TENGAH,ID-1802,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802
LAMPUNG TIMUR,ID-1807,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807
LAMPUNG UTARA,ID-1803,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803
LANDAK,ID-6108,KALIMANTAN BARAT,ID-61,3.039507708740234,44.43028279418946,4.559240472412109,21.544150823974583,37.18916438598636,1059.7118047913298,2023.495183709779,3728.108792822312,2690.8855749090303,2730.866533684425,5794.852697836312,6706.830374440083,3952.469158810417,3629.9040984570834,3850.7885326721766,2118.045633275324,1670.512976645409,849.8896109313691,747.9870897338766,455.031988073742,64.45548819580114,77.4636898320936,71.6963969482419,0.0,42333.7579719541,0.0004531958524437837,0.006624631951855306,0.0006797906340061173,0.0032122701218268383,0.0055449686826306655,0.1580048615557538,0.301706629024252,0.5558674641646281,0.40121568977859795,0.40717691982964616,0.8640225522805313,1.0,0.5893199824873143,0.5412249745111714,0.574159225399175,0.31580426446257753,0.2490763719046452,0.12672000982316806,0.1115261677982011,0.06784605583702871,0.00961042468606971,0.01154997003164265,0.010690056695257846,0.0,6108
LANGKAT,ID-1205,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88197249755864,0.0,11.950915838623043,8.294024359130855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920220025275735,0.0,0.0,0.0,45.318934697840106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48030419773977484,0.3333346807591177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007717314314466599,0.0,0.0,0.0,1205
LANNY JAYA,ID-9123,PAPUA PEGUNUNGAN,ID-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9123
LEBAK,ID-3602,BANTEN,ID-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602
LEBONG,ID-1707,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707
LEMBATA,ID-5313,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5313
LIMA PULUH KOTA,ID-1307,SUMATERA BARAT,ID-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.136025796018126,161.74842892946722,175.88445472548534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873951350846341,1.0,1307
LINGGA,ID-2104,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77727263793945,219.55353651733236,29.946950531005832,0.0,72.32218626098629,329.59994594726396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354231262283743,1.0,0.13639930836933575,0.0,0.3294056994398581,2104
LOMBOK BARAT,ID-5201,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201
LOMBOK TENGAH,ID-5202,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202
LOMBOK TIMUR,ID-5203,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203
LOMBOK UTARA,ID-5208,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5208
LUMAJANG,ID-3508,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508
LUWU,ID-7317,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7317
LUWU TIMUR,ID-7324,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.2679464416503906,0.5358963684082031,0.0,0.0,1.0716459777832033,34.91831221923828,1.964997991943359,0.0893197143554687,2.054317022705077,1.250441827392578,2.3222524230957022,2.768861511230468,2.2329218627929683,0.0893034912109375,0.9823345336914062,35.72110501098636,14.020667724609382,0.0,0.0,0.0,0.0,100.29032412109379,0.0,0.0,0.0,0.007501068109958557,0.015002233784295953,0.0,0.0,0.030000359100134457,0.9775260930057685,0.055009440254969864,0.0025004745605713367,0.057509895678570205,0.0350056871703155,0.06501065469227427,0.0775133218969256,0.06250987650315443,0.002500020399242167,0.02750011606273882,1.0,0.3925037515020096,0.0,0.0,0.0,0.0,7324
LUWU UTARA,ID-7322,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7322
MADIUN,ID-3519,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3519
MAGELANG,ID-3308,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3308
MAGETAN,ID-3520,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520
MAHAKAM ULU,ID-6411,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.1090675903309,211.0615643920898,4088.776091967679,2699.4411323180034,6623.115810516405,1537.3386200134269,17.342762463378918,0.0893949768066406,13.141282836914067,160.37645148315434,104.41433939208926,122.82963964233356,83.58505534667893,0.4469785705566407,778.8156612121637,16954.88385272201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776234452633323,0.0318674126242756,0.6173493275589993,0.4075787302453236,1.0,0.23211712794941455,0.002618520188917956,1.349742015150879e-05,0.001984154167446068,0.024214653053250743,0.015765138701983237,0.018545597443321245,0.012620201388289147,6.748765737221643e-05,0.11759052438363439,6411
MAJALENGKA,ID-3210,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210
MAJENE,ID-7605,SULAWESI BARAT,ID-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7605
MALAKA,ID-5321,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5321
MALANG,ID-3507,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507
MALINAU,ID-6502,KALIMANTAN UTARA,ID-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75196505737304,32.75196505737304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6502
MALUKU BARAT DAYA,ID-8108,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8108
MALUKU TENGAH,ID-8101,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.3396866210938,572.0012278137202,1616.087732570395,918.1009074096626,136.8531807922369,0.0,27.94177517700195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.324510384111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508227164941565,0.3539419403326264,1.0,0.5681009074608956,0.08468177688260234,0.0,0.017289763800484043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8101
MALUKU TENGGARA,ID-8102,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8102
MAMASA,ID-7603,SULAWESI BARAT,ID-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7603
MAMBERAMO RAYA,ID-9120,PAPUA,ID-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9120
MAMBERAMO TENGAH,ID-9121,PAPUA PEGUNUNGAN,ID-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9121
MAMUJU,ID-7602,SULAWESI BARAT,ID-76,0.08932822265625,48.95429790649424,17.241078399658207,282.4684981872565,119.70484658203095,9.111904516601566,25.01306423950196,543.3160909362806,948.5836991478049,720.197772119136,65.21257225341797,43.68352022094727,7.861282873535155,7.325308367919918,0.0,1.3399576354980471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.1032216087397,9.417010089515696e-05,0.05160777899775649,0.0181756005454736,0.29777920329120405,0.1261932359680777,0.009605799177012615,0.02636885312489912,0.5727655782240287,1.0,0.759234817935573,0.06874730433593165,0.046051308134634795,0.008287389800813179,0.007722363745551267,0.0,0.0014125876680169051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7602
