kabupaten,kab_id,provinsi,prov_id,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,total_ha,norm_2001,norm_2002,norm_2003,norm_2004,norm_2005,norm_2006,norm_2007,norm_2008,norm_2009,norm_2010,norm_2011,norm_2012,norm_2013,norm_2014,norm_2015,norm_2016,norm_2017,norm_2018,norm_2019,norm_2020,norm_2021,norm_2022,norm_2023,norm_2024,kab_id_clean,cluster,cluster_name,total_deforestasi,pulau
GUNUNGKIDUL,ID-3403,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403,1,Zero,0.0,Jawa & Lainnya
HALMAHERA BARAT,ID-8201,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8201,1,Zero,0.0,Maluku & Lainnya
HALMAHERA SELATAN,ID-8204,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0089300659119,2450.5976264282995,1160.629035131847,1653.2694226257418,21.72174513549804,2.145359777832032,0.0,0.0,0.0,0.0,0.0,0.0,5758.37211916513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917935955691515,1.0,0.4736106093530509,0.6746392817801555,0.0088638562696876,0.0008754435059821,0.0,0.0,0.0,0.0,0.0,0.0,8204,3,Moderate,5758.37211916513,Maluku & Lainnya
HALMAHERA TENGAH,ID-8202,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8202,1,Zero,0.0,Maluku & Lainnya
HALMAHERA TIMUR,ID-8206,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8206,1,Zero,0.0,Maluku & Lainnya
HALMAHERA UTARA,ID-8203,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8203,1,Zero,0.0,Maluku & Lainnya
HULU SUNGAI SELATAN,ID-6306,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6306,1,Zero,0.0,Kalimantan
HULU SUNGAI TENGAH,ID-6307,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6307,1,Zero,0.0,Kalimantan
HULU SUNGAI UTARA,ID-6308,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.395889794921864,0.0,0.0,35.637724005126984,2.7688531921386708,0.0,3.2139973690975383,4.675839666053919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.69230402733898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2355899550070593,0.0,0.0,1.0,0.0776944451261908,0.0,0.0901852589866614,0.131204777986979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6308,3,Moderate,54.69230402733898,Kalimantan
HUMBANG HASUNDUTAN,ID-1216,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216,1,Zero,0.0,Sumatera
INDRAGIRI HILIR,ID-1404,RIAU,ID-14,1403.1800876343236,3371.0887343693325,662.4350767089784,666.2770903991667,2106.073790275918,723.3172478716722,2151.484212768175,3036.588761408022,422.4629374145538,1254.685167132591,303.22687894897274,588.3625650967218,550.8566173339792,6111.381228717299,732.1580731018074,143.74700491333053,265.7721143920859,142.8527505432135,91.63054703979488,1.162075476074219,4.20164259643555,84.03282842407248,86.80409567871027,36.384318304443326,24940.165846549677,0.229601138453088,0.5516083203136849,0.1083936759821502,0.1090223413437766,0.3446150242402659,0.1183557727462351,0.352045492213508,0.4968743804001511,0.0691272433520275,0.2053030436453288,0.0496167507148979,0.0962732552719856,0.090136189630179,1.0,0.1198023892964501,0.0235211975057071,0.0434880601365901,0.0233748714401828,0.0149934267902031,0.0001901494003701,0.0006875111270578,0.0137502186951132,0.0142036787479103,0.0059535343881795,1404,2,Declining,24940.165846549677,Sumatera
INDRAGIRI HULU,ID-1402,RIAU,ID-14,2586.632106624378,2685.382083582114,616.558887182621,2256.9111101864173,12414.11512269984,5005.929435483482,6392.7569274884745,3296.271513547828,6006.550388897567,3658.172537524389,897.8596245910541,1696.1557711469325,369.9822757063809,901.9130939048828,430.0735429443305,3.486391003417971,0.0,0.0,18.772774053955064,136.5005898498531,132.74966974487285,152.6860309204098,456.8067468139682,155.81452304687494,50272.081146944045,0.2083621813603605,0.216316834268095,0.0496659553329912,0.1818020122964334,1.0,0.4032449663955416,0.5149587275696351,0.2655260951721341,0.4838484523084762,0.2946784769890875,0.0723257047092524,0.1366312261794177,0.0298033546531117,0.0726522257116569,0.0346439145032511,0.0002808408790283,0.0,0.0,0.0015122120157906,0.0109955956184307,0.0106934460034234,0.0122993889948076,0.036797366731252,0.0125513998788331,1402,2,Declining,50272.08114694405,Sumatera
INDRAMAYU,ID-3212,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212,1,Zero,0.0,Jawa & Lainnya
INTAN JAYA,ID-9127,PAPUA TENGAH,ID-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9127,1,Zero,0.0,Papua
JAYAPURA,ID-9103,PAPUA,ID-91,124.18775664062484,2.142691015625,0.0,2.053289471435547,360.39188884887415,75.52432565307608,181.57783547362723,413.0546777465755,616.6751268554661,27.317823602294915,965.3367639404272,1725.8309437978055,1698.9942447571334,638.340898577885,32.868331756591765,1.071310797119141,0.6252234008789063,0.0,42.2435935058594,0.0,0.6251709899902345,193.89311591186552,54.03299744262702,151.0239778625491,7307.811988048332,0.0719582396450381,0.0012415416604536,0.0,0.0011897396316913,0.2088222430731297,0.0437611377432367,0.1052118320894474,0.2393366970449731,0.3573207034394873,0.0158287946455405,0.5593460746602096,1.0,0.9844499838543768,0.3698745238471466,0.019044931298,0.000620750717774,0.0003622738386548,0.0,0.024477248862452,0.0,0.0003622434701596,0.112347687708734,0.0313083953192563,0.0875079789276525,9103,3,Moderate,7307.811988048331,Papua
JAYAWIJAYA,ID-9102,PAPUA PEGUNUNGAN,ID-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9102,1,Zero,0.0,Papua
JEMBER,ID-3509,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3509,1,Zero,0.0,Jawa & Lainnya
JEMBRANA,ID-5101,BALI,ID-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101,1,Zero,0.0,Jawa & Lainnya
JENEPONTO,ID-7304,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304,1,Zero,0.0,Sulawesi
JEPARA,ID-3320,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320,1,Zero,0.0,Jawa & Lainnya
JOMBANG,ID-3517,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3517,1,Zero,0.0,Jawa & Lainnya
KAIMANA,ID-9208,PAPUA BARAT,ID-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9208,1,Zero,0.0,Papua
KAMPAR,ID-1401,RIAU,ID-14,1720.183939282236,984.5658375473384,1929.1267107506903,6839.981964638812,4461.042854628628,2710.354328593605,1820.715778032201,630.2784302712146,644.9036825228424,194.56017507360048,389.3000789377943,969.7031487840438,407.5557696366131,105.38694163160132,75.0039014831539,117.95898162020764,66.9585388671876,4.022876306152343,224.47602537842,64.90236767578071,0.0,6.481304173488239,36.41956142827051,79.68364711854241,24483.566844382425,0.2514895431267516,0.1439427534512993,0.2820368124834023,1.0,0.6522009674427841,0.3962516776514229,0.2661872191249768,0.0921462123043034,0.0942844127158304,0.0284445450411175,0.0569153662904945,0.1417698400079406,0.0595843339563738,0.015407488232634,0.0109655115862742,0.017245510621231,0.0097892858801892,0.0005881413616219,0.0328182188986624,0.0094886752642494,0.0,0.000947561588173,0.0053245113242332,0.0116496867287792,1401,2,Declining,24483.56684438242,Sumatera
KAPUAS,ID-6203,KALIMANTAN TENGAH,ID-62,0.0,0.0,0.0,0.0,0.6256541748046874,671.4372723022528,4080.016529100355,9228.926087658669,4493.874319704408,11790.106159905812,5617.633778948035,5733.058444547591,4948.2403642995005,2079.940637524711,493.5145090698229,556.1334436176608,422.7897443030277,537.2147836603851,323.2054705207134,114.97672477438424,5.1793938110351565,250.5734988769489,830.6472320393343,1063.6342153498886,53241.72826418933,0.0,0.0,0.0,0.0,5.3066034038974726e-05,0.0569492134503067,0.3460542656498819,0.7827687013576811,0.3811563915333149,1.0,0.4764701608923352,0.4862601207140776,0.4196943010680262,0.1764140720460931,0.0418583600839914,0.047169502638482,0.0358597063138238,0.0455648809581776,0.0274132790779973,0.0097519668792619,0.0004393000148419,0.021252861974141,0.0704529052388083,0.0902141338614024,6203,2,Declining,53241.72826418935,Kalimantan
KAPUAS HULU,ID-6106,KALIMANTAN BARAT,ID-61,64.81251682128922,1.787916516113281,0.0,2.1455058349609377,15.5548768371582,0.0,31.824997045898463,1098.3038634033228,1536.49133170166,1168.264597332765,3000.1531706279834,10286.545107873631,2340.538986654689,5938.813089558552,893.8541644878867,140.07538743896484,106.46080373535136,940.643744750986,1829.1984915954552,1363.887077734386,77.50116256103506,607.9012487976074,2375.243414813234,4350.572278332477,38170.57373445541,0.0063007079774218,0.0001738111773548,0.0,0.000208573997631,0.0015121575489181,0.0,0.0030938470314526,0.1067709179209886,0.1493690365024096,0.1135721065801325,0.2916579997623862,1.0,0.2275340225614885,0.577337971814541,0.0868954692867388,0.0136173405132639,0.0103495199426932,0.0914440888448531,0.1778243785851219,0.1325894227295446,0.0075342266765265,0.0590967367976932,0.2309077916739169,0.4229381422730959,6106,0,High,38170.57373445541,Kalimantan
KARANGANYAR,ID-3313,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313,1,Zero,0.0,Jawa & Lainnya
KARANGASEM,ID-5107,BALI,ID-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107,1,Zero,0.0,Jawa & Lainnya
KARAWANG,ID-3215,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215,1,Zero,0.0,Jawa & Lainnya
KARIMUN,ID-2102,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102,1,Zero,0.0,Sumatera
KARO,ID-1206,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206,1,Zero,0.0,Sumatera
KATINGAN,ID-6206,KALIMANTAN TENGAH,ID-62,0.0,0.0,0.0,207.39981614990216,4591.122561913499,2640.092391167087,4541.048648988179,3697.0304554606087,960.6704201418676,901.2590964992884,1655.3668102465554,2995.937132334574,1071.282958009144,1578.370885071894,1914.3179289001444,396.9400764102477,440.5280624412873,2547.1982103342334,1729.07705046407,1716.759893114746,155.43022904962274,345.2197388645303,727.9689164100326,1336.7333053833024,36149.754587354815,0.0,0.0,0.0,0.0451740970433735,1.0,0.5750428910498836,0.989093318191782,0.8052563192562107,0.2092452133844749,0.1963047347016716,0.3605581833033504,0.6525500227739335,0.2333379132363332,0.3437875734718039,0.4169607548229534,0.0864581746745637,0.0959521460166994,0.5548094558539962,0.37661313265909,0.3739303122413771,0.0338545153072198,0.0751928823962061,0.1585601139139766,0.2911560925148065,6206,3,Moderate,36149.754587354815,Kalimantan
KAUR,ID-1704,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18634696655273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18634696655273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704,3,Moderate,13.18634696655273,Sumatera
KAYONG UTARA,ID-6111,KALIMANTAN BARAT,ID-61,6.703763409423832,10.189730780029294,6.256796624755858,3.128448791503906,4.826729956054688,649.093385809331,2685.8085498630303,7263.319791406939,7217.31175661652,4510.959630340685,2451.045318322778,1767.231771923825,1101.13696526874,978.5157554265996,215.2805902888271,552.8817107330729,53.07608803631946,0.0,36.20110772094727,19.21758078002929,3.396538159179688,13.765345758056649,111.57437047633738,118.83717949982297,29779.758905992807,0.0009229613457684,0.0014029026771042,0.0008614238123121,0.0004307188560257,0.0006645349639933,0.089365937952678,0.3697769927520672,1.0,0.993665701619685,0.6210603084938507,0.3374552393001546,0.243309095933597,0.1516024348220863,0.134720180788991,0.0296394206053711,0.0761196982386998,0.0073074144551796,0.0,0.0049840993871391,0.0026458398269569,0.0004676288882664,0.001895186519853,0.0153613462824999,0.0163612759609478,6111,2,Declining,29779.758905992807,Kalimantan
KEBUMEN,ID-3305,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3305,1,Zero,0.0,Jawa & Lainnya
KEDIRI,ID-3506,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506,1,Zero,0.0,Jawa & Lainnya
KEEROM,ID-9111,PAPUA,ID-91,0.0,0.6249703369140625,0.08928271484375,0.1785530578613281,0.0,0.0,0.0,24.5555217163086,10.80410487670898,573.4025140502903,4234.874040869101,4600.784942120242,2840.520305926471,226.15405722045665,171.51846683959937,47.94559786987305,29.553464727783226,0.0892913940429687,3.124841094970704,115.09325960693454,260.98327931518634,0.0,0.0,0.0,13140.296493737587,0.0,0.0001358399370491,1.9405974408054957e-05,3.88092597475428e-05,0.0,0.0,0.0,0.0053372461493478,0.0023483177354797,0.1246314533854393,0.920467723257129,1.0,0.6173990616082645,0.0491555376018586,0.0372802617373713,0.0104211777931479,0.0064235701297882,1.9407860868588945e-05,0.0006791973835513,0.0250160051067056,0.0567258158332682,0.0,0.0,0.0,9111,3,Moderate,13140.296493737587,Papua
KENDAL,ID-3324,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324,1,Zero,0.0,Jawa & Lainnya
KEPAHIANG,ID-1708,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708,1,Zero,0.0,Sumatera
KEPULAUAN ANAMBAS,ID-2105,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105,1,Zero,0.0,Sumatera
KEPULAUAN ARU,ID-8107,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8107,1,Zero,0.0,Maluku & Lainnya
KEPULAUAN MENTAWAI,ID-1309,SUMATERA BARAT,ID-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309,1,Zero,0.0,Sumatera
KEPULAUAN MERANTI,ID-1410,RIAU,ID-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410,1,Zero,0.0,Sumatera
KEPULAUAN SANGIHE,ID-7103,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103,1,Zero,0.0,Sulawesi
KEPULAUAN SELAYAR,ID-7301,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7301,1,Zero,0.0,Sulawesi
KEPULAUAN SIAU TAGULANDANG BIARO,ID-7109,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7109,1,Zero,0.0,Sulawesi
KEPULAUAN SULA,ID-8205,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8205,1,Zero,0.0,Maluku & Lainnya
KEPULAUAN TALAUD,ID-7104,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104,1,Zero,0.0,Sulawesi
