year,kabupaten,kab_id,provinsi,prov_id,deforestasi_ha
2006,BLORA,ID-3316,JAWA TENGAH,ID-33,0.0
2006,BOALEMO,ID-7502,GORONTALO,ID-75,0.0
2006,BOGOR,ID-3201,JAWA BARAT,ID-32,0.0
2006,BOJONEGORO,ID-3522,JAWA TIMUR,ID-35,0.0
2006,BOLAANG MONGONDOW,ID-7101,SULAWESI UTARA,ID-71,0.0
2006,BOLAANG MONGONDOW SELATAN,ID-7111,SULAWESI UTARA,ID-71,0.0
2006,BOLAANG MONGONDOW TIMUR,ID-7110,SULAWESI UTARA,ID-71,0.0
2006,BOLAANG MONGONDOW UTARA,ID-7108,SULAWESI UTARA,ID-71,0.0
2006,BOMBANA,ID-7406,SULAWESI TENGGARA,ID-74,0.0
2006,BONDOWOSO,ID-3511,JAWA TIMUR,ID-35,0.0
2006,BONE,ID-7308,SULAWESI SELATAN,ID-73,0.0
2006,BONE BOLANGO,ID-7503,GORONTALO,ID-75,0.0
2006,BOVEN DIGOEL,ID-9116,PAPUA SELATAN,ID-93,4214.691979211363
2006,BOYOLALI,ID-3309,JAWA TENGAH,ID-33,0.0
2006,BREBES,ID-3329,JAWA TENGAH,ID-33,0.0
2006,BULELENG,ID-5108,BALI,ID-51,0.0
2006,BULUKUMBA,ID-7302,SULAWESI SELATAN,ID-73,0.0
2006,BULUNGAN,ID-6501,KALIMANTAN UTARA,ID-65,2219.891805731184
2006,BUNGO,ID-1508,JAMBI,ID-15,161.52555334422365
2006,BUOL,ID-7205,SULAWESI TENGAH,ID-72,0.0
2006,BURU,ID-8104,MALUKU,ID-81,0.0
2006,BURU SELATAN,ID-8109,MALUKU,ID-81,0.0
2006,BUTON,ID-7404,SULAWESI TENGGARA,ID-74,0.0
2006,BUTON SELATAN,ID-7415,SULAWESI TENGGARA,ID-74,0.0
2006,BUTON TENGAH,ID-7414,SULAWESI TENGGARA,ID-74,0.0
2006,BUTON UTARA,ID-7410,SULAWESI TENGGARA,ID-74,0.0
2006,CIAMIS,ID-3207,JAWA BARAT,ID-32,0.0
2006,CIANJUR,ID-3203,JAWA BARAT,ID-32,0.0
2006,CILACAP,ID-3301,JAWA TENGAH,ID-33,0.0
2006,CIREBON,ID-3209,JAWA BARAT,ID-32,0.0
2006,DAIRI,ID-1211,SUMATERA UTARA,ID-12,0.0
2006,DEIYAI,ID-9128,PAPUA TENGAH,ID-94,0.0
2006,DELI SERDANG,ID-1207,SUMATERA UTARA,ID-12,0.0
2006,DEMAK,ID-3321,JAWA TENGAH,ID-33,0.0
2006,DHARMASRAYA,ID-1310,SUMATERA BARAT,ID-13,1189.9338167245278
2006,DOGIYAI,ID-9126,PAPUA TENGAH,ID-94,0.0
2006,DOMPU,ID-5205,NUSA TENGGARA BARAT,ID-52,0.0
2006,DONGGALA,ID-7203,SULAWESI TENGAH,ID-72,1.3802571622960709
2006,EMPAT LAWANG,ID-1611,SUMATERA SELATAN,ID-16,0.0
2006,ENDE,ID-5308,NUSA TENGGARA TIMUR,ID-53,0.0
2006,ENREKANG,ID-7316,SULAWESI SELATAN,ID-73,0.0
2006,FAK FAK,ID-9203,PAPUA BARAT,ID-92,0.0
2006,FLORES TIMUR,ID-5306,NUSA TENGGARA TIMUR,ID-53,0.0
2006,GARUT,ID-3205,JAWA BARAT,ID-32,0.0
2006,GAYO LUES,ID-1113,ACEH,ID-11,0.0
2006,GIANYAR,ID-5104,BALI,ID-51,0.0
2006,GORONTALO,ID-7501,GORONTALO,ID-75,0.0
2006,GORONTALO UTARA,ID-7505,GORONTALO,ID-75,0.0
2006,GOWA,ID-7306,SULAWESI SELATAN,ID-73,0.0
2006,GRESIK,ID-3525,JAWA TIMUR,ID-35,0.0
2006,GROBOGAN,ID-3315,JAWA TENGAH,ID-33,0.0
2006,GUNUNGKIDUL,ID-3403,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0
2006,GUNUNG MAS,ID-6210,KALIMANTAN TENGAH,ID-62,1190.802632720926
2006,HALMAHERA BARAT,ID-8201,MALUKU UTARA,ID-82,0.0
2006,HALMAHERA SELATAN,ID-8204,MALUKU UTARA,ID-82,0.0
2006,HALMAHERA TENGAH,ID-8202,MALUKU UTARA,ID-82,0.0
2006,HALMAHERA TIMUR,ID-8206,MALUKU UTARA,ID-82,0.0
2006,HALMAHERA UTARA,ID-8203,MALUKU UTARA,ID-82,0.0
2006,HULU SUNGAI SELATAN,ID-6306,KALIMANTAN SELATAN,ID-63,0.0
2006,HULU SUNGAI TENGAH,ID-6307,KALIMANTAN SELATAN,ID-63,0.0
2006,HULU SUNGAI UTARA,ID-6308,KALIMANTAN SELATAN,ID-63,0.0
2006,HUMBANG HASUNDUTAN,ID-1216,SUMATERA UTARA,ID-12,0.0
2006,INDRAGIRI HILIR,ID-1404,RIAU,ID-14,723.3172478716722
2006,INDRAGIRI HULU,ID-1402,RIAU,ID-14,5005.929435483482
2006,INDRAMAYU,ID-3212,JAWA BARAT,ID-32,0.0
2006,INTAN JAYA,ID-9127,PAPUA TENGAH,ID-94,0.0
2006,JAYAPURA,ID-9103,PAPUA,ID-91,75.52432565307608
2006,JAYAWIJAYA,ID-9102,PAPUA PEGUNUNGAN,ID-95,0.0
2006,JEMBER,ID-3509,JAWA TIMUR,ID-35,0.0
2006,JEMBRANA,ID-5101,BALI,ID-51,0.0
2006,JENEPONTO,ID-7304,SULAWESI SELATAN,ID-73,0.0
2006,JEPARA,ID-3320,JAWA TENGAH,ID-33,0.0
2006,JOMBANG,ID-3517,JAWA TIMUR,ID-35,0.0
2006,KAIMANA,ID-9208,PAPUA BARAT,ID-92,0.0
2006,KAMPAR,ID-1401,RIAU,ID-14,2710.354328593605
2006,KAPUAS,ID-6203,KALIMANTAN TENGAH,ID-62,671.4372723022528
2006,KAPUAS HULU,ID-6106,KALIMANTAN BARAT,ID-61,0.0
2006,KARANGANYAR,ID-3313,JAWA TENGAH,ID-33,0.0
2006,KARANGASEM,ID-5107,BALI,ID-51,0.0
2006,KARAWANG,ID-3215,JAWA BARAT,ID-32,0.0
2006,KARIMUN,ID-2102,KEPULAUAN RIAU,ID-21,0.0
2006,KARO,ID-1206,SUMATERA UTARA,ID-12,0.0
2006,KATINGAN,ID-6206,KALIMANTAN TENGAH,ID-62,2640.092391167087
2006,KAUR,ID-1704,BENGKULU,ID-17,0.0
2006,KAYONG UTARA,ID-6111,KALIMANTAN BARAT,ID-61,649.093385809331
2006,KEBUMEN,ID-3305,JAWA TENGAH,ID-33,0.0
2006,KEDIRI,ID-3506,JAWA TIMUR,ID-35,0.0
2006,KEEROM,ID-9111,PAPUA,ID-91,0.0
2006,KENDAL,ID-3324,JAWA TENGAH,ID-33,0.0
2006,KEPAHIANG,ID-1708,BENGKULU,ID-17,0.0
2006,KEPULAUAN ANAMBAS,ID-2105,KEPULAUAN RIAU,ID-21,0.0
2006,KEPULAUAN ARU,ID-8107,MALUKU,ID-81,0.0
2006,KEPULAUAN MENTAWAI,ID-1309,SUMATERA BARAT,ID-13,0.0
2006,KEPULAUAN MERANTI,ID-1410,RIAU,ID-14,0.0
2006,KEPULAUAN SANGIHE,ID-7103,SULAWESI UTARA,ID-71,0.0
2006,KEPULAUAN SELAYAR,ID-7301,SULAWESI SELATAN,ID-73,0.0
2006,KEPULAUAN SIAU TAGULANDANG BIARO,ID-7109,SULAWESI UTARA,ID-71,0.0
2006,KEPULAUAN SULA,ID-8205,MALUKU UTARA,ID-82,0.0
2006,KEPULAUAN TALAUD,ID-7104,SULAWESI UTARA,ID-71,0.0
2006,KEPULAUAN TANIMBAR,ID-8103,MALUKU,ID-81,0.0
2006,KEPULAUAN YAPEN,ID-9105,PAPUA,ID-91,0.0
2006,KERINCI,ID-1501,JAMBI,ID-15,0.0
2006,KETAPANG,ID-6104,KALIMANTAN BARAT,ID-61,1286.6624781449889
2006,KLATEN,ID-3310,JAWA TENGAH,ID-33,0.0
2006,KLUNGKUNG,ID-5105,BALI,ID-51,0.0
2006,KOLAKA,ID-7401,SULAWESI TENGGARA,ID-74,727.386892376712
2006,KOLAKA TIMUR,ID-7411,SULAWESI TENGGARA,ID-74,0.0
2006,KOLAKA UTARA,ID-7408,SULAWESI TENGGARA,ID-74,0.0
2006,KONAWE,ID-7402,SULAWESI TENGGARA,ID-74,0.0
2006,KONAWE KEPULAUAN,ID-7412,SULAWESI TENGGARA,ID-74,0.0
2006,KONAWE SELATAN,ID-7405,SULAWESI TENGGARA,ID-74,0.0
2006,KONAWE UTARA,ID-7409,SULAWESI TENGGARA,ID-74,462.4106547912602
2006,KOTA ADMINISTRASI JAKARTA BARAT,ID-3173,DKI JAKARTA,ID-31,0.0
2006,KOTA ADMINISTRASI JAKARTA PUSAT,ID-3171,DKI JAKARTA,ID-31,0.0
2006,KOTA ADMINISTRASI JAKARTA SELATAN,ID-3174,DKI JAKARTA,ID-31,0.0
2006,KOTA ADMINISTRASI JAKARTA TIMUR,ID-3175,DKI JAKARTA,ID-31,0.0
2006,KOTA ADMINISTRASI JAKARTA UTARA,ID-3172,DKI JAKARTA,ID-31,0.0
2006,KOTA AMBON,ID-8171,MALUKU,ID-81,0.0
2006,KOTA BALIKPAPAN,ID-6471,KALIMANTAN TIMUR,ID-64,0.0
2006,KOTA BANDA ACEH,ID-1171,ACEH,ID-11,0.0
2006,KOTA BANDAR LAMPUNG,ID-1871,LAMPUNG,ID-18,0.0
2006,KOTA BANDUNG,ID-3273,JAWA BARAT,ID-32,0.0
2006,KOTA BANJAR,ID-3279,JAWA BARAT,ID-32,0.0
2006,KOTA BANJARBARU,ID-6372,KALIMANTAN SELATAN,ID-63,0.0
2006,KOTA BANJARMASIN,ID-6371,KALIMANTAN SELATAN,ID-63,0.0
2006,KOTABARU,ID-6302,KALIMANTAN SELATAN,ID-63,2461.927826687922
2006,KOTA BATAM,ID-2171,KEPULAUAN RIAU,ID-21,0.0
2006,KOTA BATU,ID-3579,JAWA TIMUR,ID-35,0.0
2006,KOTA BAU BAU,ID-7472,SULAWESI TENGGARA,ID-74,0.0
2006,KOTA BEKASI,ID-3275,JAWA BARAT,ID-32,0.0
2006,KOTA BENGKULU,ID-1771,BENGKULU,ID-17,0.0
2006,KOTA BIMA,ID-5272,NUSA TENGGARA BARAT,ID-52,0.0
2006,KOTA BINJAI,ID-1275,SUMATERA UTARA,ID-12,0.0
2006,KOTA BITUNG,ID-7172,SULAWESI UTARA,ID-71,0.0
2006,KOTA BLITAR,ID-3572,JAWA TIMUR,ID-35,0.0
2006,KOTA BOGOR,ID-3271,JAWA BARAT,ID-32,0.0
2006,KOTA BONTANG,ID-6474,KALIMANTAN TIMUR,ID-64,0.0
2006,KOTA BUKITTINGGI,ID-1375,SUMATERA BARAT,ID-13,0.0
2006,KOTA CILEGON,ID-3672,BANTEN,ID-36,0.0
2006,KOTA CIMAHI,ID-3277,JAWA BARAT,ID-32,0.0
2006,KOTA CIREBON,ID-3274,JAWA BARAT,ID-32,0.0
2006,KOTA DENPASAR,ID-5171,BALI,ID-51,0.0
2006,KOTA DEPOK,ID-3276,JAWA BARAT,ID-32,0.0
2006,KOTA DUMAI,ID-1472,RIAU,ID-14,0.0
2006,KOTA GORONTALO,ID-7571,GORONTALO,ID-75,0.0
2006,KOTA GUNUNGSITOLI,ID-1278,SUMATERA UTARA,ID-12,0.0
2006,KOTA JAMBI,ID-1571,JAMBI,ID-15,0.0
2006,KOTA JAYAPURA,ID-9171,PAPUA,ID-91,0.0
2006,KOTA KEDIRI,ID-3571,JAWA TIMUR,ID-35,0.0
2006,KOTA KENDARI,ID-7471,SULAWESI TENGGARA,ID-74,0.0
2006,KOTA KOTAMOBAGU,ID-7174,SULAWESI UTARA,ID-71,0.0
2006,KOTA KUPANG,ID-5371,NUSA TENGGARA TIMUR,ID-53,0.0
2006,KOTA LANGSA,ID-1174,ACEH,ID-11,0.0
2006,KOTA LHOKSEUMAWE,ID-1173,ACEH,ID-11,0.0
2006,KOTA LUBUK LINGGAU,ID-1673,SUMATERA SELATAN,ID-16,0.0
2006,KOTA MADIUN,ID-3577,JAWA TIMUR,ID-35,0.0
2006,KOTA MAGELANG,ID-3371,JAWA TENGAH,ID-33,0.0
2006,KOTA MAKASSAR,ID-7371,SULAWESI SELATAN,ID-73,0.0
2006,KOTA MALANG,ID-3573,JAWA TIMUR,ID-35,0.0
2006,KOTA MANADO,ID-7171,SULAWESI UTARA,ID-71,0.0
2006,KOTA MATARAM,ID-5271,NUSA TENGGARA BARAT,ID-52,0.0
2006,KOTA MEDAN,ID-1271,SUMATERA UTARA,ID-12,0.0
2006,KOTA METRO,ID-1872,LAMPUNG,ID-18,0.0
2006,KOTA MOJOKERTO,ID-3576,JAWA TIMUR,ID-35,0.0
2006,KOTA PADANG,ID-1371,SUMATERA BARAT,ID-13,0.0
2006,KOTA PADANG PANJANG,ID-1374,SUMATERA BARAT,ID-13,0.0
2006,KOTA PADANG SIDEMPUAN,ID-1277,SUMATERA UTARA,ID-12,0.0
2006,KOTA PAGAR ALAM,ID-1672,SUMATERA SELATAN,ID-16,0.0
2006,KOTA PALANGKARAYA,ID-6271,KALIMANTAN TENGAH,ID-62,0.0
2006,KOTA PALEMBANG,ID-1671,SUMATERA SELATAN,ID-16,0.0
2006,KOTA PALOPO,ID-7373,SULAWESI SELATAN,ID-73,0.0
2006,KOTA PALU,ID-7271,SULAWESI TENGAH,ID-72,0.0
2006,KOTA PANGKAL PINANG,ID-1971,KEPULAUAN BANGKA BELITUNG,ID-19,0.0
2006,KOTA PARE PARE,ID-7372,SULAWESI SELATAN,ID-73,0.0
2006,KOTA PARIAMAN,ID-1377,SUMATERA BARAT,ID-13,0.0
2006,KOTA PASURUAN,ID-3575,JAWA TIMUR,ID-35,0.0
2006,KOTA PAYAKUMBUH,ID-1376,SUMATERA BARAT,ID-13,0.0
2006,KOTA PEKALONGAN,ID-3375,JAWA TENGAH,ID-33,0.0
2006,KOTA PEKANBARU,ID-1471,RIAU,ID-14,0.0
2006,KOTA PEMATANGSIANTAR,ID-1272,SUMATERA UTARA,ID-12,0.0
2006,KOTA PONTIANAK,ID-6171,KALIMANTAN BARAT,ID-61,0.0
2006,KOTA PRABUMULIH,ID-1674,SUMATERA SELATAN,ID-16,0.0
2006,KOTA PROBOLINGGO,ID-3574,JAWA TIMUR,ID-35,0.0
2006,KOTA SABANG,ID-1172,ACEH,ID-11,0.0
2006,KOTA SALATIGA,ID-3373,JAWA TENGAH,ID-33,0.0
2006,KOTA SAMARINDA,ID-6472,KALIMANTAN TIMUR,ID-64,0.0
2006,KOTA SAWAHLUNTO,ID-1373,SUMATERA BARAT,ID-13,0.0
2006,KOTA SEMARANG,ID-3374,JAWA TENGAH,ID-33,0.0
2006,KOTA SERANG,ID-3673,BANTEN,ID-36,0.0
2006,KOTA SIBOLGA,ID-1273,SUMATERA UTARA,ID-12,0.0
2006,KOTA SINGKAWANG,ID-6172,KALIMANTAN BARAT,ID-61,12.723824580317473
2006,KOTA SOLOK,ID-1372,SUMATERA BARAT,ID-13,0.0
2006,KOTA SORONG,ID-9271,PAPUA BARAT DAYA,ID-96,0.0
2006,KOTA SUBULUSSALAM,ID-1175,ACEH,ID-11,0.0
2006,KOTA SUKABUMI,ID-3272,JAWA BARAT,ID-32,0.0
2006,KOTA SUNGAI PENUH,ID-1572,JAMBI,ID-15,0.0
2006,KOTA SURABAYA,ID-3578,JAWA TIMUR,ID-35,0.0
2006,KOTA SURAKARTA,ID-3372,JAWA TENGAH,ID-33,0.0
2006,KOTA TANGERANG,ID-3671,BANTEN,ID-36,0.0
2006,KOTA TANGERANG SELATAN,ID-3674,BANTEN,ID-36,0.0
2006,KOTA TANJUNG BALAI,ID-1274,SUMATERA UTARA,ID-12,0.0
2006,KOTA TANJUNG PINANG,ID-2172,KEPULAUAN RIAU,ID-21,0.0
2006,KOTA TARAKAN,ID-6571,KALIMANTAN UTARA,ID-65,0.0
2006,KOTA TASIKMALAYA,ID-3278,JAWA BARAT,ID-32,0.0
2006,KOTA TEBING TINGGI,ID-1276,SUMATERA UTARA,ID-12,0.0
2006,KOTA TEGAL,ID-3376,JAWA TENGAH,ID-33,0.0
2006,KOTA TERNATE,ID-8271,MALUKU UTARA,ID-82,0.0
2006,KOTA TIDORE KEPULAUAN,ID-8272,MALUKU UTARA,ID-82,0.0
2006,KOTA TOMOHON,ID-7173,SULAWESI UTARA,ID-71,0.0
2006,KOTA TUAL,ID-8172,MALUKU,ID-81,0.0
2006,KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH,ID-62,3007.5241151602595
2006,KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH,ID-62,15267.71030416612
2006,KOTA YOGYAKARTA,ID-3471,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0
2006,KUANTAN SINGINGI,ID-1409,RIAU,ID-14,2648.4732887267737
2006,KUBU RAYA,ID-6112,KALIMANTAN BARAT,ID-61,739.3953449707109
2006,KUDUS,ID-3319,JAWA TENGAH,ID-33,0.0
2006,KULON PROGO,ID-3401,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0
2006,KUNINGAN,ID-3208,JAWA BARAT,ID-32,0.0
2006,KUPANG,ID-5301,NUSA TENGGARA TIMUR,ID-53,0.0
2006,KUTAI BARAT,ID-6407,KALIMANTAN TIMUR,ID-64,0.0
2006,KUTAI KARTANEGARA,ID-6402,KALIMANTAN TIMUR,ID-64,105.4874425842287
2006,KUTAI TIMUR,ID-6408,KALIMANTAN TIMUR,ID-64,92.55780320089936
2006,LABUHANBATU,ID-1210,SUMATERA UTARA,ID-12,2704.873206365909
2006,LABUHANBATU SELATAN,ID-1222,SUMATERA UTARA,ID-12,10.541405261230476
2006,LABUHANBATU UTARA,ID-1223,SUMATERA UTARA,ID-12,38.5850350219727
2006,LAHAT,ID-1604,SUMATERA SELATAN,ID-16,0.0
2006,LAMANDAU,ID-6209,KALIMANTAN TENGAH,ID-62,2005.2999281094844
2006,LAMONGAN,ID-3524,JAWA TIMUR,ID-35,0.0
2006,LAMPUNG BARAT,ID-1804,LAMPUNG,ID-18,0.0
2006,LAMPUNG SELATAN,ID-1801,LAMPUNG,ID-18,0.0
2006,LAMPUNG TENGAH,ID-1802,LAMPUNG,ID-18,0.0
2006,LAMPUNG TIMUR,ID-1807,LAMPUNG,ID-18,0.0
2006,LAMPUNG UTARA,ID-1803,LAMPUNG,ID-18,0.0
2006,LANDAK,ID-6108,KALIMANTAN BARAT,ID-61,1059.7118047913298
2006,LANGKAT,ID-1205,SUMATERA UTARA,ID-12,0.0
2006,LANNY JAYA,ID-9123,PAPUA PEGUNUNGAN,ID-95,0.0
2006,LEBAK,ID-3602,BANTEN,ID-36,0.0
2006,LEBONG,ID-1707,BENGKULU,ID-17,0.0
2006,LEMBATA,ID-5313,NUSA TENGGARA TIMUR,ID-53,0.0
2006,LIMA PULUH KOTA,ID-1307,SUMATERA BARAT,ID-13,0.0
2006,LINGGA,ID-2104,KEPULAUAN RIAU,ID-21,0.0
2006,LOMBOK BARAT,ID-5201,NUSA TENGGARA BARAT,ID-52,0.0
2006,LOMBOK TENGAH,ID-5202,NUSA TENGGARA BARAT,ID-52,0.0
2006,LOMBOK TIMUR,ID-5203,NUSA TENGGARA BARAT,ID-52,0.0
2006,LOMBOK UTARA,ID-5208,NUSA TENGGARA BARAT,ID-52,0.0
2006,LUMAJANG,ID-3508,JAWA TIMUR,ID-35,0.0
2006,LUWU,ID-7317,SULAWESI SELATAN,ID-73,0.0
2006,LUWU TIMUR,ID-7324,SULAWESI SELATAN,ID-73,0.0
2006,LUWU UTARA,ID-7322,SULAWESI SELATAN,ID-73,0.0
2006,MADIUN,ID-3519,JAWA TIMUR,ID-35,0.0
2006,MAGELANG,ID-3308,JAWA TENGAH,ID-33,0.0
2006,MAGETAN,ID-3520,JAWA TIMUR,ID-35,0.0
2006,MAHAKAM ULU,ID-6411,KALIMANTAN TIMUR,ID-64,0.0
2006,MAJALENGKA,ID-3210,JAWA BARAT,ID-32,0.0
2006,MAJENE,ID-7605,SULAWESI BARAT,ID-76,0.0
2006,MALAKA,ID-5321,NUSA TENGGARA TIMUR,ID-53,0.0
2006,MALANG,ID-3507,JAWA TIMUR,ID-35,0.0
2006,MALINAU,ID-6502,KALIMANTAN UTARA,ID-65,0.0
2006,MALUKU BARAT DAYA,ID-8108,MALUKU,ID-81,0.0
2006,MALUKU TENGAH,ID-8101,MALUKU,ID-81,0.0
2006,MALUKU TENGGARA,ID-8102,MALUKU,ID-81,0.0
2006,MAMASA,ID-7603,SULAWESI BARAT,ID-76,0.0
2006,MAMBERAMO RAYA,ID-9120,PAPUA,ID-91,0.0
2006,MAMBERAMO TENGAH,ID-9121,PAPUA PEGUNUNGAN,ID-95,0.0
2006,MAMUJU,ID-7602,SULAWESI BARAT,ID-76,9.111904516601566
2006,MAMUJU TENGAH,ID-7606,SULAWESI BARAT,ID-76,0.0
2006,MANDAILING NATAL,ID-1213,SUMATERA UTARA,ID-12,1096.086297231139
2006,MANGGARAI,ID-5310,NUSA TENGGARA TIMUR,ID-53,0.0
2006,MANGGARAI BARAT,ID-5315,NUSA TENGGARA TIMUR,ID-53,0.0
2006,MANGGARAI TIMUR,ID-5319,NUSA TENGGARA TIMUR,ID-53,0.0
2006,MANOKWARI,ID-9202,PAPUA BARAT,ID-92,6.2571348815917975
2006,MANOKWARI SELATAN,ID-9211,PAPUA BARAT,ID-92,0.0
2006,MAPPI,ID-9117,PAPUA SELATAN,ID-93,0.0
2006,MAROS,ID-7309,SULAWESI SELATAN,ID-73,0.0
2006,MAYBRAT,ID-9210,PAPUA BARAT DAYA,ID-96,0.0
2006,MELAWI,ID-6110,KALIMANTAN BARAT,ID-61,0.0
2006,MEMPAWAH,ID-6102,KALIMANTAN BARAT,ID-61,0.0
2006,MERANGIN,ID-1502,JAMBI,ID-15,52.39493521206732
2006,MERAUKE,ID-9101,PAPUA SELATAN,ID-93,0.0
2006,MESUJI,ID-1811,LAMPUNG,ID-18,0.0
2006,MIMIKA,ID-9109,PAPUA TENGAH,ID-94,0.0
2006,MINAHASA,ID-7102,SULAWESI UTARA,ID-71,0.0
2006,MINAHASA SELATAN,ID-7105,SULAWESI UTARA,ID-71,0.0
2006,MINAHASA TENGGARA,ID-7107,SULAWESI UTARA,ID-71,0.0
2006,MINAHASA UTARA,ID-7106,SULAWESI UTARA,ID-71,0.0
2006,MOJOKERTO,ID-3516,JAWA TIMUR,ID-35,0.0
2006,MOROWALI,ID-7206,SULAWESI TENGAH,ID-72,0.0
2006,MOROWALI UTARA,ID-7212,SULAWESI TENGAH,ID-72,0.0
2006,MUARA ENIM,ID-1603,SUMATERA SELATAN,ID-16,0.0
2006,MUARO JAMBI,ID-1505,JAMBI,ID-15,521.1752423373596
2006,MUKO MUKO,ID-1706,BENGKULU,ID-17,957.0205696289069
2006,MUNA,ID-7403,SULAWESI TENGGARA,ID-74,0.0
2006,MUNA BARAT,ID-7413,SULAWESI TENGGARA,ID-74,0.0
2006,MURUNG RAYA,ID-6212,KALIMANTAN TENGAH,ID-62,0.0
2006,MUSI BANYUASIN,ID-1606,SUMATERA SELATAN,ID-16,881.5652464646769
2006,MUSI RAWAS,ID-1605,SUMATERA SELATAN,ID-16,0.0
2006,MUSI RAWAS UTARA,ID-1613,SUMATERA SELATAN,ID-16,0.2679676940917969
2006,NABIRE,ID-9104,PAPUA TENGAH,ID-94,0.0
2006,NAGAN RAYA,ID-1115,ACEH,ID-11,160.0208098083505
2006,NAGEKEO,ID-5316,NUSA TENGGARA TIMUR,ID-53,0.0
2006,NATUNA,ID-2103,KEPULAUAN RIAU,ID-21,0.0
2006,NDUGA,ID-9124,PAPUA PEGUNUNGAN,ID-95,0.0
2006,NGADA,ID-5309,NUSA TENGGARA TIMUR,ID-53,0.0
2006,NGANJUK,ID-3518,JAWA TIMUR,ID-35,0.0
2006,NGAWI,ID-3521,JAWA TIMUR,ID-35,0.0
2006,NIAS,ID-1204,SUMATERA UTARA,ID-12,0.0
2006,NIAS BARAT,ID-1225,SUMATERA UTARA,ID-12,0.0
2006,NIAS SELATAN,ID-1214,SUMATERA UTARA,ID-12,0.0
2006,NIAS UTARA,ID-1224,SUMATERA UTARA,ID-12,0.0
2006,NUNUKAN,ID-6503,KALIMANTAN UTARA,ID-65,5341.579722705261
2006,OGAN ILIR,ID-1610,SUMATERA SELATAN,ID-16,0.0
2006,OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN,ID-16,0.0
2006,OGAN KOMERING ULU,ID-1601,SUMATERA SELATAN,ID-16,0.0
2006,OGAN KOMERING ULU SELATAN,ID-1609,SUMATERA SELATAN,ID-16,0.0
2006,OGAN KOMERING ULU TIMUR,ID-1608,SUMATERA SELATAN,ID-16,0.0
2006,PACITAN,ID-3501,JAWA TIMUR,ID-35,0.0
2006,PADANG LAWAS,ID-1221,SUMATERA UTARA,ID-12,601.6899328796341
2006,PADANG LAWAS UTARA,ID-1220,SUMATERA UTARA,ID-12,0.0
2006,PADANG PARIAMAN,ID-1305,SUMATERA BARAT,ID-13,0.0
2006,PAKPAK BHARAT,ID-1215,SUMATERA UTARA,ID-12,0.0
2006,PAMEKASAN,ID-3528,JAWA TIMUR,ID-35,0.0
2006,PANDEGLANG,ID-3601,BANTEN,ID-36,0.0
2006,PANGANDARAN,ID-3218,JAWA BARAT,ID-32,0.0
2006,PANGKAJENE KEPULAUAN,ID-7310,SULAWESI SELATAN,ID-73,0.0
2006,PANIAI,ID-9108,PAPUA TENGAH,ID-94,0.0
2006,PARIGI MOUTONG,ID-7208,SULAWESI TENGAH,ID-72,0.0
2006,PASAMAN,ID-1308,SUMATERA BARAT,ID-13,0.0
2006,PASAMAN BARAT,ID-1312,SUMATERA BARAT,ID-13,16.1807246520996
2006,PASANGKAYU,ID-7601,SULAWESI BARAT,ID-76,34.64692789871514
2006,PASER,ID-6401,KALIMANTAN TIMUR,ID-64,2804.237228824738
2006,PASURUAN,ID-3514,JAWA TIMUR,ID-35,0.0
2006,PATI,ID-3318,JAWA TENGAH,ID-33,0.0
2006,PEGUNUNGAN ARFAK,ID-9212,PAPUA BARAT,ID-92,0.0
2006,PEGUNUNGAN BINTANG,ID-9112,PAPUA PEGUNUNGAN,ID-95,0.0
2006,PEKALONGAN,ID-3326,JAWA TENGAH,ID-33,0.0
2006,PELALAWAN,ID-1405,RIAU,ID-14,2395.9268905030003
2006,PEMALANG,ID-3327,JAWA TENGAH,ID-33,0.0
2006,PENAJAM PASER UTARA,ID-6409,KALIMANTAN TIMUR,ID-64,2576.642573358204
2006,PENUKAL ABAB LEMATANG ILIR,ID-1612,SUMATERA SELATAN,ID-16,1550.248129720243
2006,PESAWARAN,ID-1809,LAMPUNG,ID-18,0.0
2006,PESISIR BARAT,ID-1813,LAMPUNG,ID-18,0.0
2006,PESISIR SELATAN,ID-1301,SUMATERA BARAT,ID-13,1677.5949250854198
2006,PIDIE,ID-1107,ACEH,ID-11,0.0
2006,PIDIE JAYA,ID-1118,ACEH,ID-11,0.0
2006,PINRANG,ID-7315,SULAWESI SELATAN,ID-73,0.0
2006,POHUWATO,ID-7504,GORONTALO,ID-75,0.0
2006,POLEWALI MANDAR,ID-7604,SULAWESI BARAT,ID-76,0.0
2006,PONOROGO,ID-3502,JAWA TIMUR,ID-35,0.0
2006,POSO,ID-7202,SULAWESI TENGAH,ID-72,0.0
2006,PRINGSEWU,ID-1810,LAMPUNG,ID-18,0.0
2006,PROBOLINGGO,ID-3513,JAWA TIMUR,ID-35,0.0
2006,PULANG PISAU,ID-6211,KALIMANTAN TENGAH,ID-62,0.0
2006,PULAU MOROTAI,ID-8207,MALUKU UTARA,ID-82,0.0
